suggestion_1,suggestion_2,suggestion_3,positives,confidence,errors
3,6,7,1,0.8686664517414961,0
1,2,5,2,0.8654179420378536,0
1,3,5,1,0.8654179420378536,0
2,5,7,1,0.8654179420378536,0
2,3,6,1,0.8654179420378536,0
0,6,7,2,0.8754134208843725,0
1,4,9,1,0.8754134208843725,0
2,7,8,2,0.8839476685802209,0
0,5,6,2,0.91236736890262,0
5,7,9,1,0.91236736890262,0
3,4,5,2,0.9097701407858392,0
2,5,6,1,0.9097701407858392,0
3,6,9,1,0.9097701407858392,0
2,5,6,2,0.9095514733071222,0
3,4,5,1,0.9095514733071222,0
0,5,9,1,0.9095514733071222,0
1,2,3,2,0.9063849250529896,0
3,5,6,2,0.9350203061279956,0
0,1,7,2,0.9320566227763311,0
0,2,3,2,0.9533087217677324,0
0,3,5,1,0.5,1
1,2,6,1,0.5,1
4,7,9,0,0.5,0
3,5,8,1,0.5,0
1,3,4,1,0.5,0
1,5,9,1,0.5,0
1,5,8,1,0.5,0
3,5,8,1,0.5,0
3,5,8,2,0.66666666666666,0
2,7,9,1,0.66666666666666,0
0,2,5,2,0.649999999999997,0
5,7,8,2,0.6401869158878479,0
3,6,7,1,0.6401869158878479,0
2,6,7,1,0.6401869158878479,0
2,5,8,2,0.7361963190184055,0
1,3,8,1,0.7361963190184055,0
0,3,5,2,0.7319734345351047,0
0,5,9,2,0.8266714251724953,0
0,3,8,2,0.8843952402470252,0
1,5,8,2,0.8817230196191763,0
5,6,7,2,0.881258148079169,0
3,7,9,2,0.885581724912764,0
1,7,8,2,0.8788077119952946,0
1,2,5,2,0.8791372683726006,0
0,2,8,2,0.9107190691896275,0
3,5,7,1,0.9107190691896275,0
1,3,8,1,0.9107190691896275,0
0,5,7,1,0.9107190691896275,0
3,4,8,2,0.9298171898052734,0
4,6,7,1,0.9298171898052732,0
5,6,7,2,0.9275052555232141,0
1,4,5,2,0.9270163359889804,0
6,7,9,2,0.9230788247338515,0
3,4,8,2,0.9536331975718839,0
2,4,7,1,0.5,1
0,1,3,1,0.5,1
1,3,6,2,0.6666666666666671,0
0,3,5,2,0.6499999999999956,0
4,5,7,1,0.6499999999999956,0
0,4,7,2,0.6515151515151492,0
3,4,7,2,0.7500000000000018,0
2,3,7,2,0.7504273504273496,0
3,4,5,2,0.8188976377952746,0
1,2,4,1,0.8188976377952746,0
1,3,6,1,0.8188976377952746,0
1,2,4,1,0.8188976377952746,0
1,5,7,1,0.8188976377952746,0
0,1,5,2,0.8211950192600548,0
0,1,7,2,0.8772788656313297,0
2,7,8,2,0.8742531590782922,0
2,3,8,1,0.8742531590782922,0
3,5,9,0,0.8514896373056995,0
2,4,6,2,0.8857997633861316,0
1,3,4,2,0.8856747266312465,0
0,1,6,2,0.9181093533844267,0
0,1,8,2,0.9193625950205624,0
1,6,7,1,0.9193625950205624,0
0,6,7,2,0.9432067257655666,0
4,5,7,1,0.9432067257655666,0
1,4,9,1,0.9432067257655666,0
2,3,7,1,0.9432067257655666,0
0,7,8,2,0.9422819241055225,0
5,7,8,2,0.9398982111142979,0
1,4,5,2,0.9608363518714311,0
0,3,7,2,0.6666666666666642,0
3,7,8,2,0.6363636363636315,0
3,7,9,2,0.6222222222222199,1
0,2,7,1,0.6222222222222199,1
2,3,8,1,0.6222222222222199,1
0,1,7,1,0.6222222222222199,1
5,6,9,2,0.767123287671235,1
0,4,8,2,0.7686274509803922,1
5,6,8,1,0.7686274509803922,1
3,8,9,1,0.7686274509803922,1
4,6,9,1,0.7686274509803922,1
0,5,8,1,0.7686274509803922,1
3,6,9,1,0.7686274509803922,1
4,6,9,2,0.8260560037968674,1
0,2,4,2,0.8356423919478975,1
3,5,8,1,0.8356423919478975,1
0,5,9,1,0.8356423919478975,1
1,8,9,1,0.8356423919478975,1
3,7,9,2,0.8714462593456819,1
3,8,9,0,0.853845794828713,0
1,2,4,1,0.853845794828713,0
1,2,6,2,0.8526029429949298,0
5,8,9,1,0.8526029429949298,0
4,7,9,1,0.8526029429949298,0
4,6,9,1,0.8526029429949298,0
0,1,2,1,0.8526029429949298,0
2,3,4,1,0.8526029429949298,0
0,6,8,2,0.9082415300448482,0
3,4,7,1,0.9082415300448482,0
0,2,6,2,0.9175565361343809,0
5,7,8,1,0.9175565361343809,0
4,5,7,1,0.9175565361343809,0
1,2,7,1,0.9175565361343809,0
2,5,7,1,0.9175565361343809,0
2,6,9,2,0.9168757108349037,0
1,2,4,1,0.9168757108349037,0
4,7,9,1,0.9168757108349037,0
3,4,9,2,0.907552550542241,0
1,2,3,2,0.9170074545286924,0
0,1,6,2,0.91170185861715,0
0,1,8,2,0.9094567777677971,0
1,5,7,2,0.9395227967522626,0
2,4,5,1,0.9395227967522626,0
0,3,4,2,0.9358354266624478,0
4,7,8,1,0.9358354266624478,0
0,1,2,1,0.9358354266624478,0
2,4,7,2,0.9577673880866207,0
0,5,8,1,0.5,1
0,1,2,1,0.5,1
2,5,7,1,0.5,1
0,1,4,1,0.5,1
2,3,8,1,0.5,1
0,6,8,2,0.6666666666666644,0
3,8,9,1,0.6666666666666644,0
0,1,6,1,0.6666666666666644,0
6,8,9,2,0.6363636363636311,1
0,1,5,1,0.6363636363636311,1
1,6,8,2,0.6222222222222193,1
1,5,8,1,0.6222222222222193,1
3,6,8,1,0.6222222222222193,1
0,1,8,2,0.7313829787234066,0
0,8,9,2,0.8144208037825086,0
3,6,7,1,0.8144208037825086,0
5,7,9,2,0.8098833218943026,1
0,7,8,2,0.8273552290406221,1
6,7,9,2,0.8687300864815648,1
5,6,8,1,0.8687300864815648,1
2,3,9,2,0.8654200174401702,1
0,1,7,1,0.8654200174401702,1
3,6,8,2,0.9115060029093998,1
0,1,8,2,0.9080914644826046,1
0,5,8,2,0.9267452949498393,1
0,6,8,2,0.9361017570843233,0
0,3,7,1,0.9361017570843233,0
6,8,9,2,0.9561936448945995,0
3,4,9,1,0.5,1
0,3,8,1,0.5,1
0,1,9,1,0.5,1
2,7,8,2,0.6666666666666664,0
0,1,8,2,0.649999999999996,0
0,4,8,2,0.6410256410256391,0
2,5,9,1,0.6410256410256391,0
1,4,8,2,0.7349397590361473,0
0,4,8,1,0.7349397590361473,0
0,8,9,1,0.7349397590361473,0
0,3,7,2,0.7600644122383249,0
0,4,9,0,0.7493506493506488,0
3,4,6,1,0.7493506493506488,0
0,2,7,2,0.7942208462332303,0
3,6,7,1,0.7942208462332303,0
4,6,8,2,0.7724271219197933,0
1,3,4,1,0.7724271219197933,0
4,7,8,2,0.7498085949202744,0
1,4,7,2,0.8087461903749378,0
0,1,7,1,0.8087461903749378,0
0,3,4,1,0.8087461903749378,0
0,5,9,2,0.8340707774670042,0
2,4,6,1,0.834070777467004,0
1,4,9,2,0.8923163839614199,0
5,7,8,2,0.8908908044671244,0
0,4,5,2,0.8862920793162056,0
1,5,6,1,0.8862920793162056,0
1,7,8,2,0.9212493308450984,0
2,4,6,2,0.9187572801684152,0
0,5,6,1,0.9187572801684152,0
3,4,6,1,0.9187572801684152,0
3,5,6,1,0.9187572801684152,0
0,1,7,2,0.9458335056786573,0
1,4,8,1,0.9458335056786573,0
6,7,8,2,0.9454059706483009,0
0,3,4,2,0.943489625769006,0
0,3,4,2,0.9590664871192535,0
2,3,6,1,0.5,1
0,3,8,2,0.6666666666666641,0
3,6,7,2,0.649999999999995,0
3,6,9,2,0.6410256410256375,0
4,7,8,2,0.7608695652173929,0
0,5,7,1,0.7608695652173929,0
2,4,9,2,0.7617586912065454,0
3,7,9,1,0.7617586912065454,0
1,3,6,1,0.7617586912065454,0
1,2,3,1,0.7617586912065454,0
3,7,9,0,0.7980613893376394,0
1,4,6,2,0.7901938426453817,0
0,3,6,1,0.7901938426453817,0
3,6,8,2,0.8549720398735723,0
0,4,6,1,0.8549720398735723,0
2,3,8,1,0.8549720398735723,0
6,8,9,0,0.8219477880256374,0
4,6,7,2,0.8451509606587368,0
0,4,9,1,0.8451509606587368,0
4,6,8,1,0.8451509606587368,0
0,2,3,1,0.8451509606587368,0
5,6,8,2,0.8354105571847504,0
0,3,4,2,0.8868449079517007,0
0,4,6,2,0.8793655998138469,0
4,5,7,2,0.8727066581769716,0
4,7,8,2,0.8664650441616575,0
1,3,6,2,0.912820360314279,0
1,3,8,2,0.9433223915613652,0
3,6,7,2,0.9609256900834835,0
0,1,4,1,0.5,1
0,6,8,2,0.6666666666666644,0
1,3,8,2,0.6499999999999957,0
0,4,6,2,0.7638888888888853,0
0,3,5,2,0.760869565217393,0
1,5,6,1,0.760869565217393,0
0,3,7,1,0.760869565217393,0
4,5,7,1,0.760869565217393,0
4,6,8,1,0.760869565217393,0
1,4,9,1,0.760869565217393,0
3,4,6,2,0.8316498316498322,0
2,7,8,1,0.8316498316498322,0
2,4,8,1,0.8316498316498322,0
0,4,6,1,0.8316498316498322,0
0,3,6,2,0.8797468354430373,0
2,3,7,1,0.8797468354430373,0
1,3,8,2,0.8755144032921807,0
3,5,6,2,0.8722331865796257,0
0,1,2,2,0.9166757441740561,0
0,3,6,2,0.9416724515822072,0
0,5,6,2,0.9608745661615534,0
3,4,6,2,0.6666666666666666,0
0,6,7,1,0.6666666666666665,0
1,4,5,2,0.6499999999999941,0
1,4,9,0,0.6666666666666665,0
0,6,8,2,0.6499999999999977,0
0,2,3,2,0.7777777777777757,0
4,6,8,2,0.7635135135135142,0
0,2,5,2,0.7836805555555559,0
0,5,6,1,0.7836805555555559,0
3,4,6,1,0.7836805555555559,0
1,3,9,2,0.8341886608015648,0
0,3,7,1,0.834188660801565,0
5,7,8,2,0.8390231621349444,0
4,5,8,2,0.886177784427298,0
6,7,8,1,0.886177784427298,0
3,5,6,2,0.8844878655473184,0
3,4,9,0,0.8890000130308441,0
6,8,9,1,0.8890000130308441,0
1,2,7,2,0.8902539541643699,0
1,2,4,1,0.8902539541643699,0
1,3,6,1,0.8902539541643699,0
0,5,7,1,0.8902539541643699,0
1,2,4,2,0.8856523577526414,0
2,7,8,1,0.8856523577526414,0
1,5,7,1,0.8856523577526414,0
4,6,8,2,0.9192297610037558,0
1,3,7,2,0.917374704192322,0
3,4,7,1,0.917374704192322,0
0,1,5,1,0.917374704192322,0
2,6,7,1,0.917374704192322,0
1,5,8,2,0.9236776283452073,0
2,4,6,1,0.9236776283452073,0
0,6,8,1,0.9236776283452073,0
0,2,5,1,0.9236776283452073,0
5,7,8,2,0.9205314610548692,0
2,4,5,1,0.9205314610548692,0
1,2,8,2,0.9452390839563843,0
0,5,7,1,0.9452390839563843,0
2,5,6,1,0.9452390839563843,0
4,5,8,1,0.9452390839563843,0
1,3,4,2,0.9602697019416419,0
1,5,6,2,0.6666666666666672,0
0,3,4,2,0.666666666666662,0
5,7,9,1,0.666666666666662,0
0,6,7,2,0.6515151515151495,0
0,1,8,1,0.6515151515151495,0
5,8,9,0,0.6685393258426946,0
3,6,7,2,0.7620967741935492,0
3,7,9,2,0.8394970414201189,0
0,3,7,1,0.839497041420119,0
5,7,9,2,0.8427290198590642,0
3,6,8,1,0.8427290198590642,0
0,1,6,1,0.8427290198590642,0
1,6,9,1,0.8427290198590642,0
1,2,4,2,0.8349479727305347,0
0,7,9,1,0.8349479727305347,0
1,6,9,1,0.8349479727305347,0
2,3,4,2,0.8366376950908528,0
4,6,7,2,0.8869751781217569,0
3,6,7,1,0.8869751781217569,0
1,3,6,2,0.9219477022566214,0
0,3,4,2,0.9188430646796599,0
0,7,8,1,0.9188430646796599,0
2,6,7,1,0.9188430646796599,0
3,4,6,2,0.943806829022477,0
0,2,4,2,0.9434057282117922,0
0,3,6,1,0.9434057282117922,0
0,1,7,1,0.9434057282117922,0
2,4,9,1,0.9434057282117922,0
1,2,3,2,0.9408522826858501,0
0,3,8,2,0.9398910204243279,0
0,4,6,1,0.9398910204243279,0
2,3,6,1,0.9398910204243279,0
2,3,9,0,0.9517804744299663,0
2,5,6,2,0.6666666666666663,0
0,4,9,2,0.6666666666666622,1
0,5,6,1,0.6666666666666622,1
4,6,9,0,0.6944444444444446,0
0,5,8,2,0.6739130434782612,0
0,6,7,1,0.6739130434782612,0
0,3,4,1,0.6739130434782612,0
2,5,8,2,0.766323024054982,0
3,4,8,2,0.7930161943319823,0
0,8,9,0,0.7296056185845479,0
0,5,6,1,0.7296056185845479,0
0,4,8,1,0.7296056185845479,0
0,3,4,1,0.7296056185845479,0
2,4,5,2,0.8151029748283757,0
0,5,6,1,0.8151029748283757,0
1,3,6,2,0.7933392148213497,0
2,3,6,2,0.8591733870967728,0
3,7,8,2,0.8849691236368415,0
2,6,8,1,0.8849691236368415,0
3,8,9,1,0.8849691236368415,0
0,1,3,2,0.8851679311082667,0
3,4,6,1,0.8851679311082667,0
2,4,6,1,0.8851679311082667,0
0,4,5,2,0.8800618732163259,0
0,1,3,1,0.8800618732163259,0
0,3,8,1,0.8800618732163259,0
2,3,4,1,0.8800618732163259,0
2,5,8,1,0.8800618732163259,0
0,7,8,1,0.8800618732163259,0
1,2,3,2,0.921174232128296,0
0,5,6,1,0.921174232128296,0
0,4,7,2,0.9201965238321383,0
2,4,8,2,0.9207663664305349,0
0,1,3,1,0.9207663664305349,0
1,2,4,1,0.9207663664305349,0
1,3,7,1,0.9207663664305349,0
1,4,5,1,0.9207663664305349,0
0,1,7,2,0.916049540735172,0
0,6,7,2,0.9432182602967272,0
0,4,8,1,0.9432182602967272,0
2,7,8,1,0.9432182602967272,0
4,5,7,2,0.9392611994842059,0
1,5,6,2,0.9389949556629806,0
5,6,8,2,0.935810101875321,0
2,4,7,2,0.9551165849428969,0
1,3,7,1,0.5,1
0,1,3,1,0.5,1
3,5,7,1,0.5,1
0,1,7,2,0.6666666666666634,0
0,1,6,1,0.6666666666666634,0
5,6,8,1,0.6666666666666634,0
1,2,8,1,0.6666666666666634,0
0,5,6,1,0.6666666666666634,0
0,2,5,2,0.6499999999999969,0
1,3,6,1,0.6499999999999969,0
7,8,9,1,0.6499999999999969,0
0,2,5,2,0.7380952380952375,0
1,3,8,1,0.7380952380952375,0
1,3,6,1,0.7380952380952375,0
0,5,7,2,0.7393617021276595,0
3,4,7,1,0.7393617021276595,0
1,7,8,1,0.7393617021276595,0
0,1,4,1,0.7393617021276595,0
5,6,9,1,0.7393617021276595,0
0,5,6,2,0.7302158273381298,0
0,3,6,1,0.7302158273381298,0
1,2,6,1,0.7302158273381298,0
2,5,6,2,0.8008152173913035,0
1,5,9,1,0.8008152173913035,0
2,5,9,2,0.8686850152905187,0
2,7,8,2,0.9175199089874853,0
7,8,9,0,0.9241054961268917,0
0,1,2,1,0.9241054961268917,0
1,2,8,1,0.9241054961268917,0
1,4,9,1,0.9241054961268917,0
3,4,9,2,0.9256155292305597,0
0,3,7,2,0.9360451451916967,0
4,5,6,2,0.9335280181437919,0
1,4,5,2,0.9331263482498876,0
4,5,6,2,0.9317675624024881,0
2,5,9,1,0.9317675624024881,0
0,4,6,2,0.9305939674831395,0
2,4,7,2,0.9528665803717149,0
2,5,9,1,0.5,1
0,6,8,1,0.5,1
3,7,8,1,0.5,1
2,3,8,2,0.6666666666666661,0
3,6,9,1,0.6666666666666661,0
0,1,4,1,0.6666666666666661,0
0,2,7,2,0.6499999999999952,0
1,3,9,1,0.6499999999999952,0
3,5,9,2,0.6515151515151485,0
0,4,7,1,0.6515151515151485,0
2,8,9,0,0.6721311475409837,0
1,4,5,1,0.6721311475409837,0
0,1,8,2,0.6770833333333326,0
2,3,6,2,0.6831275720164607,0
1,3,5,1,0.6831275720164607,0
2,5,7,1,0.6831275720164607,0
2,5,9,1,0.6831275720164607,0
1,2,8,1,0.6831275720164607,0
3,4,6,2,0.7418267610380855,0
2,4,6,1,0.7418267610380855,0
2,3,8,2,0.74200443318556,0
0,4,8,2,0.7372560499609679,0
2,4,8,1,0.7372560499609679,0
1,4,6,2,0.8254545961624271,0
0,4,8,2,0.8790096246540411,0
0,2,4,2,0.9216793396450096,0
1,7,9,1,0.9216793396450096,0
1,2,7,2,0.9189725702918965,0
4,6,8,2,0.9184779137405334,0
0,3,5,2,0.9425290391209865,0
1,8,9,1,0.9425290391209865,0
2,4,7,1,0.9425290391209865,0
3,7,8,1,0.9425290391209865,0
0,2,8,1,0.9425290391209865,0
2,3,4,1,0.9425290391209865,0
0,5,7,2,0.9420078967632621,0
1,4,8,1,0.9420078967632621,0
3,4,6,1,0.9420078967632621,0
0,2,5,2,0.9411658981046571,0
0,1,2,1,0.9411658981046571,0
0,3,9,0,0.9271133459525196,0
2,3,4,2,0.9491836634788551,0
6,7,8,1,0.9491836634788551,0
0,1,6,1,0.9491836634788551,0
3,4,8,1,0.9491836634788551,0
1,2,7,2,0.9463985582084617,0
3,5,8,1,0.9463985582084617,0
0,3,4,2,0.9633948681522042,0
5,6,8,2,0.6666666666666665,0
7,8,9,0,0.5000000000000001,0
2,4,7,1,0.5000000000000001,0
0,4,9,0,0.5185185185185159,0
2,3,6,2,0.6483516483516443,0
2,3,5,1,0.6483516483516443,0
2,7,8,2,0.6537037037037009,0
2,3,8,2,0.7535398230088498,0
3,5,6,1,0.7535398230088498,0
2,3,7,1,0.7535398230088498,0
3,5,6,1,0.7535398230088498,0
3,6,8,2,0.8250048990789738,0
0,3,8,2,0.82944577840937,0
2,3,8,2,0.8771252512728015,0
0,3,7,1,0.8771252512728015,0
6,7,8,2,0.8797670610606372,0
0,6,8,1,0.8797670610606372,0
3,5,6,1,0.8797670610606372,0
2,7,8,1,0.8797670610606372,0
0,2,8,1,0.8797670610606372,0
2,5,6,2,0.9162257100985584,0
0,7,8,1,0.9162257100985584,0
5,8,9,2,0.9128118909107134,0
1,4,8,2,0.9117249287295831,0
1,5,6,2,0.9090884187738671,0
3,5,6,1,0.9090884187738671,0
4,7,9,2,0.9087492601387728,0
3,6,8,1,0.9087492601387728,0
0,3,8,1,0.9087492601387728,0
2,5,6,1,0.9087492601387728,0
2,3,7,1,0.9087492601387728,0
3,6,8,1,0.9087492601387728,0
1,3,6,1,0.9087492601387728,0
0,2,7,1,0.9087492601387728,0
0,1,6,1,0.9087492601387728,0
3,5,6,1,0.9087492601387728,0
3,6,8,2,0.9367066389398262,0
2,6,7,2,0.934853625394052,0
3,5,6,2,0.9564356753402989,0
3,5,9,1,0.5,1
4,6,7,1,0.5,1
0,2,8,1,0.5,1
0,1,2,2,0.6666666666666615,0
2,6,7,1,0.6666666666666615,0
0,1,3,2,0.6363636363636354,0
0,3,7,2,0.7499999999999993,0
1,3,8,2,0.8392857142857137,0
0,2,5,2,0.8272727272727267,0
1,4,8,1,0.8272727272727267,0
1,3,5,2,0.8843098311817279,0
0,2,3,2,0.8766066838046271,0
0,7,8,2,0.8718114006814623,0
1,3,8,2,0.9110590703404201,0
1,5,6,1,0.9110590703404201,0
0,2,9,1,0.9110590703404201,0
2,5,6,2,0.9073869366518159,0
5,7,8,1,0.9073869366518159,0
1,2,6,2,0.940973573358016,0
0,8,9,1,0.940973573358016,0
3,4,7,1,0.940973573358016,0
0,3,6,2,0.9390755885865655,0
0,8,9,0,0.9199735015488468,0
2,5,7,1,0.9199735015488469,0
2,3,4,2,0.9448005855744406,0
1,2,8,1,0.9448005855744406,0
1,5,7,1,0.9448005855744406,0
2,6,8,1,0.9448005855744406,0
0,2,4,2,0.9472459428769293,0
2,3,4,2,0.9453860074690679,0
0,2,6,1,0.9453860074690679,0
0,3,8,1,0.9453860074690679,0
0,6,8,1,0.9453860074690679,0
0,5,6,2,0.9641827416366857,0
0,1,8,2,0.6666666666666633,0
5,6,7,2,0.6666666666666617,0
3,5,9,2,0.6666666666666636,0
0,1,2,2,0.7727272727272727,0
0,3,7,2,0.7609649122807018,0
1,4,8,2,0.7804878048780486,0
5,7,9,1,0.7804878048780486,0
2,3,9,2,0.8316136428776149,0
2,3,4,1,0.8316136428776149,0
0,3,6,2,0.8388174171202373,0
0,6,8,2,0.827086383601757,0
6,7,9,1,0.827086383601757,0
1,4,5,1,0.827086383601757,0
1,2,6,1,0.827086383601757,0
1,2,8,2,0.8780535480687344,0
5,8,9,0,0.8921554824589477,0
0,2,7,2,0.8876364323545782,0
2,6,7,2,0.9132846141189408,0
2,4,7,2,0.9188316031273066,0
2,4,5,2,0.912582674309081,0
0,7,8,2,0.9441363373713481,0
4,6,8,1,0.9441363373713481,0
2,6,7,1,0.9441363373713481,0
1,2,7,2,0.960755481632279,0
3,8,9,2,0.6666666666666662,1
3,7,8,2,0.6363636363636315,1
3,4,7,1,0.6363636363636315,1
1,4,9,1,0.6363636363636315,1
0,3,4,2,0.6410256410256373,0
1,4,9,1,0.6410256410256373,0
4,6,9,1,0.6410256410256373,0
0,1,5,1,0.6410256410256373,0
1,3,8,1,0.6410256410256373,0
0,3,4,2,0.732142857142859,0
0,4,8,1,0.732142857142859,0
1,3,5,2,0.7274143302180689,0
0,7,9,1,0.7274143302180689,0
1,5,9,2,0.7456575682382138,1
3,7,9,2,0.7382100750267946,1
2,5,6,2,0.8217974410359172,1
4,5,8,1,0.8217974410359172,1
0,5,7,1,0.8217974410359172,1
0,5,9,1,0.8217974410359172,1
5,7,8,2,0.8120300751879702,1
1,3,8,2,0.8681520739819371,0
0,5,7,1,0.8681520739819371,0
2,4,8,2,0.8926221403458807,0
2,6,9,1,0.8926221403458807,0
2,3,6,2,0.8839990368923734,0
1,4,9,0,0.9090170676198693,0
5,6,8,1,0.9090170676198693,0
3,4,6,2,0.9096029376517165,0
4,5,8,2,0.944736192895961,0
1,4,5,1,0.944736192895961,0
0,2,3,2,0.943579566189137,0
0,3,8,1,0.943579566189137,0
2,4,7,2,0.9421063092966653,0
1,6,9,2,0.9345292493643822,0
3,4,8,2,0.934042661452362,0
