suggestion_1,suggestion_2,suggestion_3,positives,confidence,errors
1,2,5,1,0.7554644808743138,1
1,2,9,0,0.7617187499999989,1
0,4,6,1,0.7617187499999989,1
2,5,9,0,0.6854140914709512,1
1,3,8,2,0.7786444880669475,1
0,2,7,2,0.7822580645161274,1
1,3,8,2,0.8423820352473002,1
0,1,6,1,0.8423820352473002,1
1,5,8,2,0.8619151916967578,1
4,5,6,1,0.8619151916967578,1
0,1,5,2,0.8471972870536606,1
1,4,5,1,0.8471972870536606,1
1,5,8,1,0.8471972870536606,1
5,7,8,0,0.8659863061189113,0
2,6,8,0,0.871633992765596,0
0,1,5,0,0.7342136777033369,0
0,4,8,2,0.817610847683221,1
3,4,8,1,0.817610847683221,1
1,8,9,1,0.817610847683221,1
0,3,4,1,0.817610847683221,1
2,7,9,1,0.817610847683221,1
0,1,5,0,0.8257439054594342,1
0,6,9,1,0.8257439054594342,1
0,3,8,1,0.8257439054594342,1
0,6,8,0,0.73361526476599,0
1,3,6,2,0.8425840324145409,0
0,1,9,2,0.842506746466455,0
0,3,9,0,0.7212709620476612,0
1,2,8,2,0.779579956763807,1
1,3,4,2,0.7913461970944092,0
1,2,3,1,0.7913461970944092,0
1,3,4,1,0.7913461970944092,0
1,3,4,2,0.8502763040838459,0
2,5,6,0,0.8434810069980107,0
0,4,7,2,0.8377066095090968,0
3,4,8,1,0.8377066095090968,0
3,7,8,0,0.6787037037037035,0
1,2,5,1,0.6787037037037035,0
1,2,7,2,0.6529367948348772,0
0,3,4,2,0.7558903410262079,0
0,1,3,2,0.8276973328358379,0
0,1,3,2,0.8780212084430518,0
1,4,9,1,0.8780212084430518,0
1,3,4,1,0.8780212084430518,0
1,2,4,2,0.8862575704773639,0
1,4,8,1,0.8862575704773639,0
3,4,8,0,0.7933249920559261,0
1,3,4,1,0.7933249920559261,0
1,3,4,2,0.819700554638356,0
0,1,2,1,0.819700554638356,0
1,8,9,0,0.8839627870767457,0
0,3,4,1,0.8839627870767457,0
1,2,4,2,0.8881637718492399,0
0,1,4,1,0.8881637718492399,0
0,1,4,1,0.8881637718492399,0
0,6,8,2,0.951757136264205,0
1,2,6,1,0.5,3
2,5,7,1,0.5,3
5,6,9,0,0.5,2
0,5,7,0,0.4999999999999969,1
0,3,6,1,0.4999999999999969,1
0,1,6,0,0.4999999999999958,1
3,6,9,0,0.5000000000000018,1
1,2,3,1,0.5000000000000018,1
2,4,9,2,0.5000000000000007,1
0,2,9,2,0.5604575163398674,1
3,6,9,0,0.5000000000000002,1
1,8,9,2,0.6481366459627316,2
2,4,9,1,0.6481366459627316,2
0,3,8,2,0.6482705172132484,1
1,2,4,2,0.7576002486788929,1
3,4,5,1,0.7576002486788929,1
0,4,7,2,0.8426996712434729,1
4,5,9,0,0.7987643746241183,1
0,4,9,1,0.7987643746241183,1
1,2,8,2,0.7915182435900385,1
2,5,8,1,0.7915182435900385,1
1,4,7,1,0.7915182435900385,1
2,8,9,1,0.7915182435900385,1
1,8,9,1,0.7915182435900385,1
3,4,8,2,0.875013171589298,1
0,2,3,1,0.875013171589298,1
3,4,8,2,0.9188602448857914,1
2,3,8,1,0.9188602448857914,1
0,4,8,1,0.9188602448857914,1
0,2,4,2,0.9440974827309649,1
0,4,7,2,0.9427698746894304,1
0,7,8,0,0.8869182923436653,1
1,7,8,1,0.8869182923436653,1
0,4,8,1,0.8869182923436653,1
0,2,4,2,0.8792259386823802,1
2,3,4,1,0.8792259386823802,1
0,1,2,2,0.8616127631303429,1
0,1,2,1,0.8616127631303429,1
2,8,9,2,0.9144248346706355,1
1,8,9,1,0.9144248346706355,1
2,8,9,1,0.9144248346706355,1
1,4,9,1,0.9144248346706355,1
0,2,6,0,0.9215340476290876,1
1,2,7,1,0.9215340476290876,1
1,4,8,2,0.9447524930702538,1
3,4,8,0,0.8616381357644339,0
2,5,9,1,0.8616381357644339,0
0,8,9,1,0.8616381357644339,0
1,7,8,2,0.9209678250389216,0
1,4,7,0,0.9244946964998486,1
7,8,9,1,0.9244946964998486,1
0,1,9,2,0.9165670198026766,1
1,4,8,1,0.9165670198026766,1
1,2,4,2,0.9332657519913689,1
1,2,9,2,0.9386063780922173,0
0,1,8,0,0.7761207927096665,0
1,4,8,1,0.7761207927096666,0
2,4,8,0,0.8673940019302702,0
3,4,9,2,0.9097018301460004,0
0,2,3,1,0.9097018301460004,0
0,1,2,2,0.9219291608222202,0
0,1,7,0,0.9393559261152479,0
2,3,9,0,0.9373619279150233,0
2,3,9,2,0.9559037022504975,0
1,2,8,2,0.6666666666666667,1
0,3,9,2,0.6666666666666624,2
3,4,8,0,0.6904761904761899,1
1,5,7,0,0.6909090909090909,1
7,8,9,1,0.6909090909090909,1
4,5,7,1,0.6909090909090909,1
2,6,9,1,0.6909090909090909,1
0,1,6,0,0.5248226950354612,2
3,8,9,1,0.5248226950354612,2
2,6,8,1,0.5248226950354612,2
3,4,5,1,0.5248226950354612,2
0,2,9,2,0.6305506216696259,1
2,3,9,2,0.5967469370511203,1
1,8,9,2,0.6147551630081832,2
0,3,7,1,0.6147551630081833,2
2,5,9,1,0.6147551630081833,2
0,7,8,1,0.6147551630081833,2
0,2,5,2,0.7069439859139427,1
0,2,7,2,0.8110379670757923,1
0,2,8,2,0.8753731812325194,1
2,5,8,2,0.8708243519438893,1
0,1,8,1,0.8708243519438893,1
7,8,9,0,0.8312713136291116,1
0,1,3,1,0.8312713136291116,1
4,6,7,0,0.8322054314694459,1
0,1,9,2,0.8889789804292367,1
3,5,8,1,0.8889789804292365,1
4,5,8,0,0.893604736693078,1
0,2,3,2,0.8867880070789336,1
2,5,8,0,0.9023985894032753,1
2,7,8,0,0.9197826190281162,1
0,2,4,1,0.9197826190281162,1
0,1,2,2,0.9097841640113027,1
0,3,8,0,0.9266879459462423,1
1,2,3,2,0.9135663813381449,1
0,3,4,1,0.9135663813381449,1
0,1,9,2,0.9359613587340215,1
0,4,9,1,0.9359613587340215,1
1,4,8,0,0.9411175799604423,1
0,5,9,0,0.8700243887327435,1
0,1,9,1,0.8700243887327433,1
0,1,3,1,0.8700243887327433,1
1,2,3,1,0.8700243887327433,1
2,3,8,2,0.8637370737833578,1
0,1,3,2,0.8696572805463743,0
2,5,9,0,0.8832660057102018,0
1,7,9,1,0.8832660057102018,0
0,2,3,1,0.8832660057102018,0
2,3,7,1,0.8832660057102018,0
0,3,9,0,0.8702737327285195,0
0,3,9,2,0.8774777925173042,0
0,1,2,1,0.8774777925173042,0
1,2,9,1,0.8774777925173042,0
0,1,3,1,0.8774777925173042,0
0,1,9,1,0.8774777925173042,0
0,1,3,1,0.8774777925173042,0
0,2,3,1,0.8774777925173042,0
0,3,4,1,0.8774777925173042,0
0,1,2,1,0.8774777925173042,0
1,2,6,1,0.8774777925173042,0
1,4,6,2,0.8561311420775268,0
0,2,3,2,0.8882716049382717,0
1,2,3,2,0.8778426788875384,0
2,6,9,0,0.9471545162769373,0
1,3,5,1,0.9471545162769373,0
1,3,4,1,0.9471545162769373,0
1,2,3,1,0.9471545162769373,0
1,2,7,1,0.9471545162769373,0
0,2,7,1,0.9471545162769373,0
0,1,2,2,0.9641564832362516,0
1,8,9,1,0.5,3
6,7,9,1,0.5,3
1,6,9,2,0.6666666666666667,2
2,7,8,1,0.6666666666666667,2
2,4,5,1,0.6666666666666667,2
0,4,5,1,0.6666666666666667,2
2,4,5,0,0.6666666666666603,2
3,4,9,2,0.6481481481481439,2
6,8,9,0,0.6875,1
3,5,7,1,0.6874999999999999,1
0,4,5,2,0.6666666666666671,1
2,4,6,2,0.6736453201970432,0
1,3,4,1,0.6736453201970432,0
1,6,8,0,0.6734177215189872,1
1,4,7,1,0.6734177215189872,1
0,5,7,0,0.6386882403929498,1
1,3,6,2,0.6541452991452984,0
3,5,7,0,0.6654856350612334,0
3,4,9,1,0.6654856350612334,0
1,2,3,2,0.7819243243243242,0
3,4,6,1,0.7819243243243242,0
0,1,3,2,0.8330999719966397,0
1,3,9,2,0.8284742384936518,0
2,8,9,0,0.8531539439975635,0
1,3,6,1,0.8531539439975636,0
0,1,3,2,0.8412459224369656,0
0,1,3,2,0.8332255465984085,0
0,3,4,2,0.8774146308771904,0
1,3,9,0,0.8832584697869401,0
0,3,9,1,0.8832584697869401,0
0,3,7,2,0.877098185082632,0
0,6,7,2,0.866747781688505,0
1,2,3,1,0.866747781688505,0
0,4,7,1,0.866747781688505,0
1,2,3,1,0.866747781688505,0
1,3,5,1,0.866747781688505,0
0,3,6,2,0.8590335737244416,0
0,1,3,1,0.8590335737244416,0
0,4,6,2,0.8994962749808678,0
1,3,6,2,0.9165175340440594,1
1,3,6,1,0.9165175340440594,1
0,2,6,0,0.9305880118103466,0
2,3,6,1,0.9305880118103466,0
1,3,6,1,0.9305880118103466,0
0,1,2,2,0.9461867303508078,0
1,3,4,1,0.9461867303508078,0
1,4,5,1,0.9461867303508078,0
3,4,6,2,0.9510765129786005,0
0,2,7,1,0.5,3
2,4,7,2,0.6666666666666665,1
4,6,7,2,0.6363636363636314,2
0,4,7,1,0.6363636363636314,2
2,3,6,2,0.7564102564102507,2
2,6,7,2,0.826815642458103,2
2,3,7,1,0.826815642458103,2
2,3,5,1,0.826815642458103,2
0,2,7,1,0.826815642458103,2
0,2,6,2,0.8159588159588166,2
0,2,6,1,0.8159588159588166,2
1,4,6,1,0.8159588159588166,2
3,5,7,0,0.7438290186634573,1
2,4,5,2,0.8422871504869626,1
3,4,5,2,0.8989456932564155,1
2,5,6,1,0.8989456932564153,1
2,6,8,1,0.8989456932564153,1
2,4,8,1,0.8989456932564153,1
0,2,5,2,0.8967880924402669,1
0,1,6,2,0.9181121978224789,1
0,2,6,1,0.9181121978224789,1
0,3,7,2,0.9146923076923085,1
3,6,9,0,0.9125557759048095,0
3,6,8,0,0.919030238864742,0
0,1,6,2,0.9182055267771598,0
1,2,6,0,0.8891490327314686,0
1,6,7,1,0.8891490327314684,0
3,5,7,1,0.8891490327314684,0
0,5,8,2,0.8838609472618757,0
0,6,7,0,0.9436095731903802,0
0,4,6,0,0.8807547967651566,0
1,6,7,1,0.8807547967651566,0
2,5,7,1,0.8807547967651566,0
2,4,5,0,0.7919275343013189,1
0,4,7,1,0.7919275343013188,1
2,4,7,1,0.7919275343013188,1
2,5,9,2,0.7998669106637831,1
0,2,7,1,0.7998669106637831,1
2,6,8,1,0.7998669106637831,1
0,3,8,2,0.784827460288479,1
0,4,9,2,0.7735791359049409,1
1,2,7,1,0.7735791359049409,1
1,2,9,1,0.7735791359049409,1
0,1,9,0,0.7407142715343538,1
0,3,8,2,0.753564098552272,0
0,3,8,1,0.753564098552272,0
0,2,7,0,0.7955856291284036,0
0,2,4,1,0.7955856291284036,0
0,2,4,2,0.852377369307392,0
3,4,7,2,0.936279232723132,0
0,7,9,1,0.936279232723132,0
1,2,9,2,0.9120197279452709,0
2,3,9,1,0.9120197279452706,0
0,2,8,1,0.9120197279452706,0
1,3,4,1,0.9120197279452706,0
3,4,9,1,0.9120197279452706,0
3,4,9,1,0.9120197279452706,0
0,1,8,0,0.8946218139933251,0
2,4,8,1,0.8946218139933252,0
1,2,4,2,0.8974147980525268,0
0,3,9,1,0.8974147980525268,0
1,2,8,1,0.8974147980525268,0
0,4,9,1,0.8974147980525268,0
0,3,4,2,0.9363614063368259,0
0,2,3,1,0.9363614063368259,0
1,3,4,1,0.9363614063368259,0
0,4,8,2,0.9316922517939866,0
0,3,4,2,0.9549375881745237,0
0,2,5,2,0.6666666666666645,1
0,4,5,1,0.6666666666666644,1
2,7,9,0,0.5000000000000002,2
3,4,5,2,0.6481481481481446,1
1,7,8,0,0.6483516483516452,1
2,5,6,2,0.6393939393939405,1
1,2,4,2,0.7738764044943822,1
2,3,4,1,0.7738764044943821,1
2,5,6,0,0.6552162849872766,1
0,4,5,2,0.7518688901667628,1
0,2,5,0,0.6276190476190469,1
3,6,9,0,0.5360665844636238,1
3,4,7,0,0.5488568516091445,1
0,4,7,2,0.7035945786682375,1
2,4,5,1,0.7035945786682375,1
0,4,9,0,0.5330184553485522,1
1,2,6,2,0.6493837654058647,1
2,4,5,0,0.7016347775089803,0
0,1,6,1,0.7016347775089803,0
3,5,7,2,0.6829575689679318,1
0,1,8,2,0.7838417540514778,1
1,2,8,0,0.8214340005067141,1
0,1,8,2,0.8565213952384721,1
3,6,8,1,0.856521395238472,1
0,1,5,2,0.9081170579903851,1
0,1,5,2,0.9393310863365308,1
1,4,6,1,0.9393310863365308,1
1,2,4,1,0.9393310863365308,1
0,5,6,1,0.9393310863365308,1
1,4,5,1,0.9393310863365308,1
3,5,6,1,0.9393310863365308,1
0,1,5,1,0.9393310863365308,1
0,1,3,2,0.9302723989126377,1
0,4,6,2,0.9187788248116006,1
1,4,5,0,0.7637980934316595,1
0,6,7,0,0.7810923093821275,1
1,5,6,0,0.806676720942716,0
0,3,5,1,0.806676720942716,0
0,5,7,1,0.806676720942716,0
0,5,8,1,0.806676720942716,0
3,4,8,2,0.7938799600472168,0
1,6,9,1,0.7938799600472168,0
4,5,6,1,0.7938799600472168,0
1,2,3,1,0.7938799600472168,0
5,6,8,1,0.7938799600472168,0
0,1,8,0,0.6553217530480628,0
1,3,4,1,0.6553217530480628,0
2,3,7,1,0.6553217530480628,0
0,3,8,1,0.6553217530480628,0
2,5,6,1,0.6553217530480628,0
0,1,3,1,0.6553217530480628,0
0,4,5,1,0.6553217530480628,0
0,3,6,2,0.6572423480996379,0
0,3,4,1,0.6572423480996378,0
2,3,4,1,0.6572423480996378,0
1,2,3,2,0.7604783258594917,0
0,1,5,0,0.7775604986555855,0
0,1,3,1,0.7775604986555855,0
3,4,6,1,0.7775604986555855,0
1,3,6,1,0.7775604986555855,0
0,3,4,1,0.7775604986555855,0
1,2,6,0,0.8083782662795518,0
2,4,6,1,0.808378266279552,0
0,3,4,2,0.8627756738694586,0
0,2,3,2,0.8497169325784867,0
3,6,8,1,0.8497169325784867,0
3,6,8,1,0.8497169325784867,0
0,3,4,2,0.8942603657432553,0
0,1,2,2,0.8764859549737294,0
0,2,3,1,0.8764859549737294,0
0,2,3,1,0.8764859549737294,0
0,4,6,2,0.9326338301142816,0
1,2,4,1,0.9326338301142817,0
0,1,4,1,0.9326338301142817,0
4,6,8,1,0.9326338301142817,0
0,6,8,1,0.9326338301142817,0
2,3,8,0,0.9384400890152025,0
1,3,4,1,0.9384400890152025,0
0,1,4,2,0.9566105693283065,0
7,8,9,1,0.5,3
0,3,7,2,0.6666666666666643,1
0,2,6,0,0.5000000000000002,2
0,1,9,0,0.4999999999999971,2
2,5,7,1,0.4999999999999971,2
0,3,7,1,0.4999999999999971,2
3,6,7,1,0.4999999999999971,2
0,2,8,1,0.4999999999999971,2
3,5,8,1,0.4999999999999971,2
1,3,9,1,0.4999999999999971,2
5,7,9,0,0.49999999999999767,2
1,3,4,2,0.5360360360360349,1
6,7,9,0,0.49999999999999983,1
3,4,5,1,0.49999999999999983,1
3,6,7,1,0.49999999999999983,1
3,7,9,2,0.5539094650205761,1
2,3,4,2,0.5428480068215733,1
2,4,9,2,0.6397221586138468,0
0,2,8,2,0.786957567979466,0
0,3,5,1,0.7869575679794663,0
2,7,8,1,0.7869575679794663,0
3,4,5,2,0.7760441999975057,0
0,4,7,1,0.7760441999975058,0
1,4,7,1,0.7760441999975058,0
0,3,4,1,0.7760441999975058,0
3,4,9,2,0.766503545390992,0
3,4,8,1,0.7665035453909919,0
2,5,8,0,0.6332022934568111,0
1,4,8,1,0.6332022934568111,0
0,2,8,2,0.6923930935565741,0
0,7,8,1,0.6923930935565741,0
4,8,9,2,0.7384382338887587,1
0,2,7,2,0.768066286610366,0
2,3,5,1,0.768066286610366,0
3,4,7,1,0.768066286610366,0
7,8,9,0,0.7884719488972529,0
2,3,4,1,0.7884719488972529,0
1,2,7,1,0.7884719488972529,0
0,1,4,2,0.7865418805035052,0
0,3,8,1,0.7865418805035052,0
0,2,4,1,0.7865418805035052,0
4,8,9,2,0.7737730749314067,0
0,2,3,2,0.8248348668102,0
0,3,4,1,0.8248348668102,0
0,4,8,1,0.8248348668102,0
1,3,7,2,0.8036525012989888,0
1,4,8,0,0.8530185870274201,0
0,4,9,1,0.8530185870274201,0
1,2,4,1,0.8530185870274201,0
7,8,9,0,0.8600074582953223,0
0,2,3,2,0.8974355347704144,0
0,3,4,1,0.8974355347704144,0
3,4,7,0,0.9053237432185286,0
0,4,9,2,0.9365868201318988,0
0,1,3,1,0.9365868201318988,0
0,3,4,2,0.9569346233433151,0
1,5,9,0,0.49999999999999944,2
5,7,8,1,0.49999999999999933,1
3,8,9,0,0.499999999999997,2
6,7,9,0,0.4999999999999957,0
3,5,7,1,0.4999999999999957,0
0,2,3,1,0.4999999999999957,0
2,3,5,2,0.5511363636363623,1
1,3,8,2,0.534246575342466,0
0,2,3,1,0.5342465753424659,0
0,7,8,1,0.5342465753424659,0
3,6,7,2,0.5162790697674421,0
1,5,6,0,0.5392311743022637,1
2,5,7,1,0.5392311743022637,1
1,4,8,1,0.5392311743022637,1
2,3,4,1,0.5392311743022637,1
0,2,3,2,0.6207861595216886,0
3,7,8,1,0.6207861595216886,0
0,3,6,1,0.6207861595216886,0
0,3,5,0,0.5375903477320587,1
0,2,7,2,0.6842808274963345,1
0,2,7,1,0.6842808274963345,1
2,3,7,1,0.6842808274963345,1
3,6,7,1,0.6842808274963345,1
0,2,3,1,0.6842808274963345,1
1,3,6,1,0.6842808274963345,1
0,7,8,0,0.5203077473608879,1
1,6,7,2,0.6834155060991184,1
1,2,4,1,0.6834155060991184,1
0,2,3,2,0.6533041316662511,1
0,2,8,1,0.6533041316662511,1
0,1,2,1,0.6533041316662511,1
1,3,7,1,0.6533041316662511,1
1,2,3,2,0.6939949117075891,0
2,3,6,2,0.6707578895369827,0
2,4,7,1,0.6707578895369826,0
3,4,6,0,0.722245257421112,0
2,3,7,1,0.7222452574211121,0
3,4,8,0,0.7272614775399086,0
2,3,7,2,0.7669253877593125,1
2,3,7,0,0.7575757575757572,0
2,3,8,2,0.8025054945054947,0
0,1,2,2,0.8308697211681861,0
1,3,5,2,0.901685969324425,0
2,6,8,1,0.901685969324425,0
1,3,6,2,0.9341248715793404,0
1,2,3,1,0.9341248715793404,0
0,2,9,1,0.9341248715793404,0
2,3,8,2,0.9375206101145341,0
1,3,8,2,0.9614619832457482,0
2,3,6,0,0.5000000000000001,2
4,5,9,1,0.5000000000000001,2
1,2,5,1,0.5000000000000001,2
0,1,5,2,0.6666666666666614,1
0,1,5,1,0.6666666666666614,1
4,5,8,1,0.6666666666666614,1
1,4,6,1,0.6666666666666614,1
2,4,5,1,0.6666666666666614,1
1,5,9,1,0.6666666666666614,1
1,5,9,0,0.5000000000000002,1
0,4,9,2,0.49999999999999983,1
1,4,8,1,0.4999999999999999,1
2,4,7,1,0.4999999999999999,1
0,5,6,1,0.4999999999999999,1
3,4,9,2,0.5833333333333315,1
0,2,7,2,0.651770657672849,1
0,5,7,1,0.651770657672849,1
1,3,4,1,0.651770657672849,1
0,4,7,2,0.7424404126645305,1
2,4,7,2,0.8259278619968631,1
0,2,3,1,0.8259278619968631,1
0,8,9,2,0.8237230121116379,1
0,2,3,2,0.8127648035792967,1
4,7,9,0,0.6867297535211265,0
2,5,8,0,0.6073394495412847,0
2,3,4,1,0.6073394495412847,0
2,3,7,1,0.6073394495412847,0
1,6,9,0,0.639720368605021,0
3,4,5,0,0.6356639114279214,1
0,2,8,2,0.6964155799693093,0
0,3,9,1,0.6964155799693093,0
2,7,8,1,0.6964155799693093,0
1,3,8,0,0.7376199997661392,0
0,6,7,1,0.7376199997661392,0
0,3,4,2,0.724073036034526,0
4,8,9,0,0.7359349787844376,0
0,2,3,2,0.7208254877602849,0
2,4,7,2,0.7925490473829588,0
0,2,3,1,0.7925490473829588,0
5,7,8,1,0.7925490473829588,0
0,2,3,2,0.7656730736374194,0
2,4,7,2,0.8241510586049388,0
0,1,3,1,0.8241510586049388,0
2,4,7,2,0.8695732759306378,0
0,1,2,1,0.8695732759306378,0
1,3,4,1,0.8695732759306378,0
2,4,9,1,0.8695732759306378,0
1,3,7,0,0.9021259095231251,0
0,2,7,2,0.8943344368608467,0
0,2,3,2,0.8789745776605755,0
2,4,7,2,0.9116286119185699,0
0,2,7,1,0.9116286119185699,0
4,6,8,1,0.9116286119185699,0
2,4,8,1,0.9116286119185699,0
1,6,8,2,0.9486988452507937,0
1,2,7,1,0.9486988452507937,0
2,7,8,1,0.9486988452507937,0
4,7,8,1,0.9486988452507937,0
2,4,7,2,0.9639906961545637,0
4,5,8,0,0.5,3
5,6,8,0,0.49999999999999645,1
3,4,8,1,0.49999999999999645,1
0,1,4,2,0.5333333333333307,0
4,5,6,0,0.4999999999999988,1
1,2,5,2,0.6716171617161681,0
1,2,3,2,0.6622276029055696,0
2,6,8,1,0.6622276029055696,0
2,7,9,0,0.6356435643564358,0
1,3,9,2,0.6517577600858756,0
3,7,8,1,0.6517577600858757,0
1,3,5,2,0.6499792703150913,0
1,3,7,1,0.6499792703150914,0
2,7,8,2,0.7731332845926444,0
1,5,7,1,0.7731332845926443,0
0,3,8,2,0.7727645703366492,0
0,1,3,1,0.7727645703366492,0
1,7,8,2,0.7628478359828087,0
2,7,9,1,0.7628478359828087,0
1,2,3,2,0.7793636390513035,0
0,3,7,1,0.7793636390513035,0
0,1,6,2,0.8524312523635084,0
0,1,4,2,0.9074484230855,0
1,7,9,2,0.9076222734046883,0
0,3,6,1,0.9076222734046882,0
0,1,3,1,0.9076222734046882,0
0,7,9,2,0.9379630298042729,0
1,5,8,0,0.9427316273002349,0
2,3,9,2,0.9520153116911468,0
1,5,9,0,0.49999999999999944,2
3,6,8,1,0.49999999999999933,1
2,5,7,0,0.4999999999999975,2
0,1,9,2,0.5208333333333346,1
0,2,8,1,0.5208333333333346,1
0,6,9,0,0.5000000000000004,0
0,8,9,0,0.4999999999999984,0
2,7,9,1,0.4999999999999984,0
1,4,5,1,0.4999999999999984,0
0,1,5,2,0.5000000000000002,0
0,1,3,2,0.6318252730109198,0
0,3,7,1,0.6318252730109198,0
0,1,3,2,0.7300789662598701,0
1,3,8,0,0.5528619528619525,0
0,3,6,1,0.5528619528619525,0
0,5,6,1,0.5528619528619525,0
1,2,4,1,0.5528619528619525,0
1,5,7,0,0.5731823138344645,0
0,3,6,0,0.49999999999999983,0
0,4,7,1,0.49999999999999983,0
1,2,8,2,0.5593730104717791,0
1,4,5,1,0.5593730104717791,0
0,2,7,2,0.7248230121469561,0
0,1,3,1,0.7248230121469561,0
0,3,7,1,0.7248230121469561,0
0,1,4,1,0.7248230121469561,0
0,4,5,0,0.7372826628149451,0
1,3,7,0,0.7628781987186612,0
0,1,2,1,0.7628781987186612,0
2,4,8,2,0.794665209616531,0
0,1,8,1,0.794665209616531,0
1,4,9,1,0.794665209616531,0
0,2,9,1,0.794665209616531,0
2,4,6,2,0.7703140646044684,0
0,2,4,2,0.7931094569354673,0
1,2,4,2,0.8166648499082265,0
1,2,4,1,0.8166648499082265,0
1,2,4,1,0.8166648499082265,0
0,2,4,1,0.8166648499082265,0
3,4,8,0,0.8290598734045866,0
0,1,2,1,0.8290598734045866,0
0,1,4,1,0.8290598734045866,0
1,2,6,0,0.7658529068354638,0
1,7,8,1,0.7658529068354638,0
1,2,7,2,0.8481526273078341,0
1,2,4,2,0.8476449410304158,0
0,1,8,2,0.9040567634521788,0
0,1,4,1,0.9040567634521789,0
0,1,4,1,0.9040567634521789,0
0,1,2,2,0.9320312836010094,0
